"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 07 22:43:02 GMT 2025","Tue Oct 07 22:43:03 GMT 2025","297","api-tests","api/checklist/checklist-put.spec.ts","Pruebas API de Checklist - PUT","","","TC003 - Actualizar checklist con nombre muy largo",""
"passed","Tue Oct 07 22:45:23 GMT 2025","Tue Oct 07 22:45:23 GMT 2025","203","api-tests","api/uploads/attchment-get.spec.ts","Attachment GET tests","","","Get non-existent attachment id should return 404 or 400 (depending on API)",""
"passed","Tue Oct 07 22:43:36 GMT 2025","Tue Oct 07 22:43:36 GMT 2025","622","api-tests","api/label/label-delete.spec.ts","Tests de eliminación de Labels en Trello","","","Eliminar una Label ya eliminada",""
"passed","Tue Oct 07 22:44:58 GMT 2025","Tue Oct 07 22:44:58 GMT 2025","174","api-tests","api/uploads/attachment-post.spec.ts","Attachment POST tests","","","Attach image to non-existent card should return 404",""
"passed","Tue Oct 07 22:43:32 GMT 2025","Tue Oct 07 22:43:32 GMT 2025","189","api-tests","api/date/date-update.spec.ts","Cards | Actualizar fechas y recordatorio","","","PUT /cards/:id inexistente - devuelve 404",""
"passed","Tue Oct 07 22:45:40 GMT 2025","Tue Oct 07 22:45:56 GMT 2025","15812","login-tests","ui/login.spec.ts","Login Tests - Todos los usuarios (users.json + .env)","","","Usuario inválido: invalid2 - invalid2",""
"passed","Tue Oct 07 22:42:53 GMT 2025","Tue Oct 07 22:42:53 GMT 2025","160","api-tests","api/checklist/add-checklist-item.spec.ts","Pruebas API de Checklist Items","","","TC003 - Agregar item sin nombre",""
"passed","Tue Oct 07 22:43:16 GMT 2025","Tue Oct 07 22:43:16 GMT 2025","289","api-tests","api/custom_fields/customfields-post-add.spec.ts","Pruebas API de Custom Field - POST","","","TC006 - Crear Custom Field sin campo 'type'",""
"passed","Tue Oct 07 22:46:28 GMT 2025","Tue Oct 07 22:46:33 GMT 2025","5682","login-tests","ui/login.spec.ts","Login Tests - Todos los usuarios (users.json + .env)","","","Usuario válido de .env - valid_user",""
"passed","Tue Oct 07 22:50:22 GMT 2025","Tue Oct 07 22:50:34 GMT 2025","11206","ui-tests","ui/checklistTDD.spec.ts","Checklist Tests - Trello UI (Single Session)","","","Ejecutar todos los checklists en un solo flujo",""
"passed","Tue Oct 07 22:50:03 GMT 2025","Tue Oct 07 22:50:09 GMT 2025","6218","ui-tests","ui/checklist.spec.ts","Checklist Tests - Trello UI (Independent Test Cases with Separate Cards)","","","TC006 - Crear checklist ""Checklist 6""",""
"passed","Tue Oct 07 22:43:45 GMT 2025","Tue Oct 07 22:43:46 GMT 2025","437","api-tests","api/label/label-put.spec.ts","Tests de actualización de Labels en Trello","","","Modificar el color de una Label",""
"passed","Tue Oct 07 22:46:34 GMT 2025","Tue Oct 07 22:46:52 GMT 2025","18148","ui-tests","ui/board.spec.ts","Board Management Test Suite - Creation, Modification and Navigation","","","TC001 - Verify successful board creation with default lists and basic card functionality",""
"passed","Tue Oct 07 22:42:53 GMT 2025","Tue Oct 07 22:42:54 GMT 2025","900","api-tests","api/checklist/add-checklist-item.spec.ts","Pruebas API de Checklist Items","","","TC005 - Agregar item a checklist eliminado",""
"passed","Tue Oct 07 22:43:43 GMT 2025","Tue Oct 07 22:43:43 GMT 2025","162","api-tests","api/label/label-post.spec.ts","Tests de creación de Labels en Trello","","","Crear Label con idBoard inválido",""
"passed","Tue Oct 07 22:43:04 GMT 2025","Tue Oct 07 22:43:04 GMT 2025","274","api-tests","api/checklist/checklist-put.spec.ts","Pruebas API de Checklist - PUT","","","TC007 - Crear checklist sin idCard (fallido)",""
"passed","Tue Oct 07 22:43:25 GMT 2025","Tue Oct 07 22:43:25 GMT 2025","245","api-tests","api/custom_fields/customfields-put.spec.ts","Pruebas API de Custom Field - PUT","","","TC006 - Actualizar Custom Field con emoji en el nombre",""
"passed","Tue Oct 07 22:50:56 GMT 2025","Tue Oct 07 22:51:22 GMT 2025","25489","ui-tests","ui/dashboard.spec.ts","Dashboard Management Test Suite - Board Lifecycle Operations","","","TC012 - Verify board closure functionality and dashboard visibility update",""
"passed","Tue Oct 07 22:43:47 GMT 2025","Tue Oct 07 22:43:48 GMT 2025","560","api-tests","api/label/label-put.spec.ts","Tests de actualización de Labels en Trello","","","Modificar una Label sin enviar datos",""
"passed","Tue Oct 07 22:43:43 GMT 2025","Tue Oct 07 22:43:43 GMT 2025","163","api-tests","api/label/label-post.spec.ts","Tests de creación de Labels en Trello","","","Crear Label sin payload",""
"passed","Tue Oct 07 22:49:32 GMT 2025","Tue Oct 07 22:49:38 GMT 2025","5954","ui-tests","ui/checklist.spec.ts","Checklist Tests - Trello UI (Independent Test Cases with Separate Cards)","","","TC001 - Crear checklist ""Checklist 1"" en card nueva",""
"passed","Tue Oct 07 22:49:51 GMT 2025","Tue Oct 07 22:49:56 GMT 2025","5554","ui-tests","ui/checklist.spec.ts","Checklist Tests - Trello UI (Independent Test Cases with Separate Cards)","","","TC004 - Crear checklist ""Checklist 4"" con item adicional",""
"passed","Tue Oct 07 22:43:41 GMT 2025","Tue Oct 07 22:43:41 GMT 2025","224","api-tests","api/label/label-post.spec.ts","Tests de creación de Labels en Trello","","","Crear Label completo @label @smoke @negative",""
"passed","Tue Oct 07 22:43:07 GMT 2025","Tue Oct 07 22:43:08 GMT 2025","171","api-tests","api/custom_fields/customfields-delete.spec.ts","Pruebas API de Custom Field - DELETE","","","TC004 - Intentar eliminar Custom Field con ID vacío",""
"passed","Tue Oct 07 22:51:37 GMT 2025","Tue Oct 07 22:52:34 GMT 2025","56795","ui-tests","ui/E2E.spec.ts","End-to-End Integration Test Suite - Complete Trello Workflow Validation","","","TC050 - Verify complete end-to-end workflow: board creation, lists setup, card management with attachments, dates, checklists and workflow transitions",""
"passed","Tue Oct 07 22:43:29 GMT 2025","Tue Oct 07 22:43:32 GMT 2025","3589","api-tests","api/date/date-update.spec.ts","Cards | Actualizar fechas y recordatorio","","","GET /cards/:id - persiste los cambios después de un tiempo",""
"passed","Tue Oct 07 22:43:16 GMT 2025","Tue Oct 07 22:43:17 GMT 2025","276","api-tests","api/custom_fields/customfields-post-add.spec.ts","Pruebas API de Custom Field - POST","","","TC008 - Crear Custom Field tipo 'text'",""
"passed","Tue Oct 07 22:43:26 GMT 2025","Tue Oct 07 22:43:26 GMT 2025","199","api-tests","api/custom_fields/customfields-put.spec.ts","Pruebas API de Custom Field - PUT","","","TC009 - Actualizar tipo de Custom Field (de list a text)",""
"passed","Tue Oct 07 22:42:58 GMT 2025","Tue Oct 07 22:42:59 GMT 2025","334","api-tests","api/checklist/checklist-post.spec.ts","Pruebas API de Checklist","","","TC005 - Crear checklist con espacio en blanco",""
"passed","Tue Oct 07 22:43:25 GMT 2025","Tue Oct 07 22:43:25 GMT 2025","286","api-tests","api/custom_fields/customfields-put.spec.ts","Pruebas API de Custom Field - PUT","","","TC005 - Actualizar Custom Field con nombre numérico",""
"passed","Tue Oct 07 22:47:24 GMT 2025","Tue Oct 07 22:47:33 GMT 2025","9444","ui-tests","ui/board.spec.ts","Board Management Test Suite - Creation, Modification and Navigation","","","TC004 - Verify inbox menu accessibility and proper display from board interface",""
"passed","Tue Oct 07 22:43:12 GMT 2025","Tue Oct 07 22:43:12 GMT 2025","190","api-tests","api/custom_fields/customfields-get.spec.ts","Pruebas API de Custom Field - GET","","","TC008 - Verificar que el Custom Field pertenece al board correcto",""
"passed","Tue Oct 07 22:43:15 GMT 2025","Tue Oct 07 22:43:16 GMT 2025","170","api-tests","api/custom_fields/customfields-post-add.spec.ts","Pruebas API de Custom Field - POST","","","TC005 - Crear Custom Field con tipo no soportado",""
"passed","Tue Oct 07 22:46:52 GMT 2025","Tue Oct 07 22:47:17 GMT 2025","24215","ui-tests","ui/board.spec.ts","Board Management Test Suite - Creation, Modification and Navigation","","","TC002 - Verify creation of multiple cards across different board lists (To Do, In Progress, Done)",""
"passed","Tue Oct 07 22:44:07 GMT 2025","Tue Oct 07 22:44:13 GMT 2025","5917","api-tests","api/uploads/attachment-delete.spec.ts","Attachment DELETE tests","","","Delete attachment without auth should be unauthorized or forbidden",""
"passed","Tue Oct 07 22:43:44 GMT 2025","Tue Oct 07 22:43:44 GMT 2025","464","api-tests","api/label/label-put.spec.ts","Tests de actualización de Labels en Trello","","","Modificar el nombre de una Label",""
"passed","Tue Oct 07 22:43:42 GMT 2025","Tue Oct 07 22:43:42 GMT 2025","186","api-tests","api/label/label-post.spec.ts","Tests de creación de Labels en Trello","","","Crear Label sin nombre",""
"passed","Tue Oct 07 22:43:10 GMT 2025","Tue Oct 07 22:43:10 GMT 2025","208","api-tests","api/custom_fields/customfields-get.spec.ts","Pruebas API de Custom Field - GET","","","TC003 - Obtener Custom Field con ID vacío",""
"passed","Tue Oct 07 22:51:22 GMT 2025","Tue Oct 07 22:51:37 GMT 2025","14837","ui-tests","ui/dashboard.spec.ts","Dashboard Management Test Suite - Board Lifecycle Operations","","","TC013 - Verify complete board deletion process and removal from dashboard",""
"passed","Tue Oct 07 22:42:53 GMT 2025","Tue Oct 07 22:42:53 GMT 2025","176","api-tests","api/checklist/add-checklist-item.spec.ts","Pruebas API de Checklist Items","","","TC002 - Agregar item con checklist_id inválido",""
"passed","Tue Oct 07 22:43:40 GMT 2025","Tue Oct 07 22:43:40 GMT 2025","191","api-tests","api/label/label-get.spec.ts","Tests de obtencion de Labels en Trello","","","Obtener Labels de un Board",""
"passed","Tue Oct 07 22:43:39 GMT 2025","Tue Oct 07 22:43:39 GMT 2025","167","api-tests","api/label/label-get.spec.ts","Tests de obtencion de Labels en Trello","","","Obtener Label inexistente",""
"passed","Tue Oct 07 22:44:26 GMT 2025","Tue Oct 07 22:44:49 GMT 2025","23184","api-tests","api/uploads/attachment-post.spec.ts","Attachment POST tests","","","Attach multiple different images to same card",""
"passed","Tue Oct 07 22:50:16 GMT 2025","Tue Oct 07 22:50:22 GMT 2025","6317","ui-tests","ui/checklist.spec.ts","Checklist Tests - Trello UI (Independent Test Cases with Separate Cards)","","","TC008 - Eliminar checklist ""Checklist 8""",""
"passed","Tue Oct 07 22:43:40 GMT 2025","Tue Oct 07 22:43:40 GMT 2025","167","api-tests","api/label/label-get.spec.ts","Tests de obtencion de Labels en Trello","","","Obtener Labels de un Board inexistente",""
"passed","Tue Oct 07 22:43:00 GMT 2025","Tue Oct 07 22:43:00 GMT 2025","256","api-tests","api/checklist/checklist-put.spec.ts","Pruebas API de Checklist - PUT","","","TC001 - Actualizar checklist con nombre válido",""
"passed","Tue Oct 07 22:43:02 GMT 2025","Tue Oct 07 22:43:02 GMT 2025","288","api-tests","api/checklist/checklist-put.spec.ts","Pruebas API de Checklist - PUT","","","TC002 - Actualizar checklist con nombre vacío",""
"passed","Tue Oct 07 22:43:11 GMT 2025","Tue Oct 07 22:43:12 GMT 2025","185","api-tests","api/custom_fields/customfields-get.spec.ts","Pruebas API de Custom Field - GET","","","TC006 - Obtener Custom Field y validar tipo list",""
"passed","Tue Oct 07 22:43:11 GMT 2025","Tue Oct 07 22:43:11 GMT 2025","785","api-tests","api/custom_fields/customfields-get.spec.ts","Pruebas API de Custom Field - GET","","","TC005 - Intentar obtener Custom Field eliminado",""
"passed","Tue Oct 07 22:43:16 GMT 2025","Tue Oct 07 22:43:16 GMT 2025","278","api-tests","api/custom_fields/customfields-post-add.spec.ts","Pruebas API de Custom Field - POST","","","TC007 - Crear Custom Field sin 'idModel'",""
"passed","Tue Oct 07 22:43:17 GMT 2025","Tue Oct 07 22:43:17 GMT 2025","277","api-tests","api/custom_fields/customfields-post-add.spec.ts","Pruebas API de Custom Field - POST","","","TC009 - Crear Custom Field tipo 'checkbox'",""
"passed","Tue Oct 07 22:44:01 GMT 2025","Tue Oct 07 22:44:01 GMT 2025","247","api-tests","api/uploads/attachment-delete.spec.ts","Attachment DELETE tests","","","Delete non-existent attachment returns 404 or 400",""
"passed","Tue Oct 07 22:43:12 GMT 2025","Tue Oct 07 22:43:12 GMT 2025","193","api-tests","api/custom_fields/customfields-get.spec.ts","Pruebas API de Custom Field - GET","","","TC007 - Obtener Custom Field sin permisos válidos",""
"passed","Tue Oct 07 22:43:35 GMT 2025","Tue Oct 07 22:43:36 GMT 2025","383","api-tests","api/label/label-delete.spec.ts","Tests de eliminación de Labels en Trello","","","Eliminar una Label inexistente",""
"passed","Tue Oct 07 22:43:07 GMT 2025","Tue Oct 07 22:43:07 GMT 2025","159","api-tests","api/custom_fields/customfields-delete.spec.ts","Pruebas API de Custom Field - DELETE","","","TC002 - Intentar eliminar Custom Field inexistente",""
"passed","Tue Oct 07 22:49:56 GMT 2025","Tue Oct 07 22:50:03 GMT 2025","6789","ui-tests","ui/checklist.spec.ts","Checklist Tests - Trello UI (Independent Test Cases with Separate Cards)","","","TC005 - Completar item de ""Checklist 5""",""
"passed","Tue Oct 07 22:44:13 GMT 2025","Tue Oct 07 22:44:25 GMT 2025","11430","api-tests","api/uploads/attachment-post.spec.ts","Attachment POST tests","","","Attach random image to the setup card",""
"passed","Tue Oct 07 22:43:03 GMT 2025","Tue Oct 07 22:43:03 GMT 2025","512","api-tests","api/checklist/checklist-put.spec.ts","Pruebas API de Checklist - PUT","","","TC004 - Actualizar checklist con caracteres especiales",""
"passed","Tue Oct 07 22:45:23 GMT 2025","Tue Oct 07 22:45:23 GMT 2025","170","api-tests","api/uploads/attchment-get.spec.ts","Attachment GET tests","","","Get attachments for non-existent card should return 404",""
"passed","Tue Oct 07 22:43:49 GMT 2025","Tue Oct 07 22:44:00 GMT 2025","11162","api-tests","api/uploads/attachment-delete.spec.ts","Attachment DELETE tests","","","Delete attachment by id from card",""
"passed","Tue Oct 07 22:43:46 GMT 2025","Tue Oct 07 22:43:46 GMT 2025","690","api-tests","api/label/label-put.spec.ts","Tests de actualización de Labels en Trello","","","Modificar el nombre y color de una Label",""
"passed","Tue Oct 07 22:44:58 GMT 2025","Tue Oct 07 22:45:10 GMT 2025","11536","api-tests","api/uploads/attachment-post.spec.ts","Attachment POST tests","","","Attach image with empty name",""
"passed","Tue Oct 07 22:43:24 GMT 2025","Tue Oct 07 22:43:24 GMT 2025","243","api-tests","api/custom_fields/customfields-put.spec.ts","Pruebas API de Custom Field - PUT","","","TC003 - Actualizar Custom Field con caracteres especiales",""
"passed","Tue Oct 07 22:43:03 GMT 2025","Tue Oct 07 22:43:03 GMT 2025","411","api-tests","api/checklist/checklist-put.spec.ts","Pruebas API de Checklist - PUT","","","TC005 - Actualizar checklist con espacio en blanco",""
"passed","Tue Oct 07 22:47:42 GMT 2025","Tue Oct 07 22:48:03 GMT 2025","21335","ui-tests","ui/card.spec.ts","Card Advanced Features Test Suite - Attachments, Dates, Checklists and Labels","","","TC006 - Verify successful image file attachment upload to card with validation",""
"passed","Tue Oct 07 22:43:38 GMT 2025","Tue Oct 07 22:43:38 GMT 2025","185","api-tests","api/label/label-get.spec.ts","Tests de obtencion de Labels en Trello","","","Obtener Label existente",""
"passed","Tue Oct 07 22:43:43 GMT 2025","Tue Oct 07 22:43:43 GMT 2025","173","api-tests","api/label/label-post.spec.ts","Tests de creación de Labels en Trello","","","Crear Label sin idBoard",""
"passed","Tue Oct 07 22:43:20 GMT 2025","Tue Oct 07 22:43:20 GMT 2025","171","api-tests","api/custom_fields/customfields-post.spec.ts","Pruebas API de Custom Field - POST Options","","","TC003 - Agregar opción con tipo de dato incorrecto",""
